Obstacle Density;Mobility (m/s);Frequency (GHz);Transmit Power (dBm);Number of Antennas;Codebook Size;Bandwidth (MHz);Interference Level (dB);SIFT Keypoints;Beamforming Gain (dB);Latency (ms);Energy Consumption (kWh/Gb);Throughput (Mbps);Beam Training Time (s);SNR Improvement (dB);Processing Time (ms);Memory Usage (MB);Environment_Outdoor;Device Type_IoT Sensor;Device Type_Smartphone;Optimized
3;1.267645285;100;24.95022793;512;256;200;-63.35808314;447;16.78132766;2.277398897;0.016685297;938.018058;0.061382483;7.914982149;1.721181843;502;True;False;True;1
1;0.126074026;28;19.62756507;256;256;50;-83.18459528;224;22.8578943;3.742505254;0.037939219;425.3059763;0.066429029;7.424143709;1.25159303;418;False;False;True;0
8;2.219712362;28;31.37014447;64;128;50;-83.56978303;435;10.72593823;8.402660218;0.041210373;457.2386761;0.078478243;8.09918121;2.513421696;170;True;False;False;0
5;2.754229657;60;33.81038265;128;128;50;-85.75433737;158;12.22776136;2.968662908;0.023204472;256.6983228;0.19787915;12.63261272;4.435701554;479;False;False;False;0
5;0.840111989;60;32.08911821;256;128;50;-76.08581662;196;16.20951548;3.186716126;0.022891899;440.336452;0.158761976;6.862811647;1.883299664;502;False;False;False;0
4;2.57502503;60;16.76549987;128;256;200;-90.9681651;374;17.250881;6.780780602;0.032312107;823.5491777;0.023566228;19.07177496;1.615829303;180;False;True;False;0
6;0.876654691;100;14.85407173;128;32;100;-75.7184633;248;13.9526073;3.484774796;0.044451453;819.9925053;0.175758504;19.49380561;4.639217316;403;True;True;False;0
3;2.732310485;28;21.86087234;128;32;200;-64.79122219;377;15.34715006;2.957028706;0.018956248;942.2171568;0.130327632;19.6070278;4.75334881;498;False;False;False;1
9;2.261885711;150;10.18335377;256;256;100;-98.5104748;364;12.44164152;3.287599429;0.047650328;462.9065254;0.179212814;5.586872072;1.050192797;359;True;True;False;0
5;2.414720331;100;10.64523482;64;256;200;-99.51103098;108;17.33701048;5.415827494;0.033964747;737.8493534;0.074924841;19.1929629;3.90974295;339;False;False;False;0
3;0.054019667;150;23.83226599;128;64;400;-96.24385449;382;21.90764939;9.694898855;0.049685059;556.5137997;0.098258584;19.96122399;2.236830946;135;False;True;False;0
1;2.888431071;28;23.0112351;64;128;400;-73.21699691;372;19.9204059;8.490141474;0.013584549;823.6205106;0.180283141;19.13643664;2.49881748;249;True;False;True;0
6;2.180012976;100;34.86454973;64;128;400;-57.27724584;400;11.61688371;3.561492381;0.015062485;741.2878082;0.061788896;15.06408359;2.8764119;169;False;False;True;0
2;0.914253286;150;15.04604588;512;256;400;-99.7557767;107;17.31372405;4.270358876;0.043065672;431.1126328;0.183945166;15.51845229;2.707163881;460;False;False;False;0
3;2.488183995;150;16.45259823;256;256;50;-53.16693477;307;20.46469574;5.180610255;0.044590236;403.0064508;0.167414945;6.833794098;3.05989514;360;True;True;False;0
1;0.844563595;60;12.83851606;256;32;50;-94.68607442;224;17.94842945;9.810366823;0.027818348;327.1982167;0.196306009;18.11445616;3.329446863;197;False;True;False;0
9;2.618261519;60;32.93857524;512;256;200;-57.9008236;222;15.87513395;2.551514215;0.038562847;618.8642114;0.071608942;5.894593769;2.862382019;494;False;False;True;1
8;0.337741171;60;29.44528111;512;32;200;-75.85726175;132;19.32871632;4.217347931;0.044702291;967.4585664;0.054793104;9.765958199;3.806254162;143;False;False;True;1
2;2.111057932;100;30.55847779;64;256;400;-67.03213064;100;24.52957998;7.564834846;0.011725112;280.0600639;0.07286471;19.86727468;3.874406651;196;False;False;False;0
8;1.62209543;28;32.5690947;128;64;100;-74.46585078;303;11.42361865;9.675493608;0.032958017;185.7272094;0.191383461;11.33491819;2.76143679;180;True;False;True;0
9;0.289603411;28;23.12249967;256;64;400;-76.14758874;105;15.85024091;2.401076915;0.044139227;207.4605779;0.073283926;6.967343359;1.569852592;300;True;False;False;0
1;0.725681485;60;21.27982979;128;32;200;-58.25502858;396;16.0990878;3.046419588;0.025926198;804.7888086;0.117390246;19.53941993;3.562555685;389;False;False;True;1
5;0.037212109;60;18.25978684;128;128;400;-62.20568102;104;18.65450966;3.03125207;0.022095344;415.0943239;0.086699064;19.76209471;4.091826849;506;True;False;True;0
8;1.406303896;60;24.73036536;512;64;200;-75.82988817;179;12.28261903;1.188388265;0.041828267;301.9301449;0.085281827;7.805640279;3.552438085;416;False;True;False;0
2;0.903795782;150;21.35695992;128;32;400;-94.41820353;373;12.64964545;6.437040625;0.023431463;417.5597065;0.046741936;17.97205713;3.352219063;142;True;False;True;0
4;1.795072453;60;21.28913967;64;256;100;-94.22985203;276;14.28042079;7.036327667;0.010126972;680.7977315;0.112045113;10.85634989;1.917647965;397;False;False;True;0
7;0.891713423;150;33.42319659;512;256;400;-59.92302696;437;24.33805065;6.422733011;0.048382904;592.1084123;0.171386808;10.72052697;3.580548163;294;False;False;False;0
3;0.899757335;28;34.60078786;128;32;100;-73.53046893;420;21.01162872;1.641906905;0.033684929;769.2304659;0.019402153;8.940464478;2.339424858;190;False;False;True;1
5;2.229579596;100;29.91210973;512;128;100;-75.92054299;438;19.92539953;1.623071132;0.042780717;405.1667336;0.178953053;5.670654118;4.678235451;388;False;False;False;0
8;0.144428508;100;28.91895226;64;32;200;-65.97165793;235;22.25436531;2.89347899;0.043012062;506.8257161;0.136439863;9.020134755;3.614880371;248;False;False;True;1
3;2.708684986;100;27.01395404;64;32;100;-57.05792083;486;11.91364703;3.612650641;0.012656417;191.7715321;0.127180235;5.80665358;2.112718707;473;False;False;True;0
4;2.556791623;100;14.15187131;128;64;50;-68.55634278;124;22.8899923;8.078892903;0.016834408;165.7527814;0.128921044;18.8655807;2.891707637;367;True;False;False;0
9;2.00341405;150;11.47764552;512;32;50;-61.85760488;424;18.92249071;2.434512392;0.022444827;516.0297186;0.066291269;14.92581009;4.386325104;234;False;True;False;1
7;1.77966471;150;27.26815788;128;32;50;-61.73647379;282;15.02993511;1.396829948;0.022827971;371.4369467;0.088877456;18.29933975;2.341855805;307;True;False;False;0
1;2.676907494;60;28.21965556;128;256;200;-82.18692756;267;22.23782884;4.545887569;0.036351445;651.5205149;0.161865101;15.75936022;3.101762281;143;False;False;False;1
4;0.555990539;150;11.17432478;512;64;50;-86.29584022;437;22.03846802;4.747529531;0.034925317;138.7019489;0.068212397;6.969303066;3.718679893;482;True;False;False;0
4;0.236907487;60;33.20129376;128;256;200;-59.94179664;277;22.68562873;5.058166044;0.029783591;209.5897398;0.09930384;19.10872305;4.018117355;436;True;True;False;0
9;0.71853051;60;12.27851599;64;256;200;-81.14106041;472;11.7327685;8.442131896;0.018450549;878.67173;0.013730132;18.4983958;1.6955687;342;True;False;True;0
6;2.383734836;100;17.14751334;512;128;50;-54.83319967;194;24.54041867;1.882048734;0.025279339;609.6804594;0.149376087;10.22114117;3.260609219;204;False;False;False;1
9;0.1040108;150;26.80974532;512;128;100;-96.51546516;132;24.39439231;7.335478742;0.031743759;740.8490803;0.089363414;6.673000105;4.648799602;352;False;False;False;0
6;1.748420505;150;14.24681486;512;64;400;-97.0891244;210;15.36204468;4.041510139;0.028719415;857.7749068;0.109818166;15.56232126;4.873439126;220;True;True;False;1
6;2.986312549;60;11.38539721;512;64;200;-53.64979199;245;10.98841027;3.789821228;0.015091701;517.4509087;0.03179097;15.92541954;3.62458017;308;False;False;False;0
5;2.567088282;60;18.27866223;128;128;50;-67.57725429;480;12.50583504;9.392888135;0.03598042;784.9543456;0.198425703;18.45243567;4.934643217;301;True;False;True;0
5;1.564337067;28;29.14928937;128;128;200;-81.02003218;330;24.89246238;3.23621672;0.012922071;572.1270212;0.067468887;5.789836392;3.282940996;481;False;True;False;1
2;0.190922728;28;20.34196697;64;128;100;-62.24697926;371;18.44519415;6.782786518;0.025127787;300.4738932;0.130648036;7.12555757;2.770420119;481;True;False;True;0
8;2.494120543;60;26.32432305;256;128;100;-66.3836595;435;15.34932698;3.476149816;0.038401174;403.8905519;0.120434906;13.97373189;3.206349836;346;True;False;True;0
8;1.796935525;28;24.49047743;256;128;50;-73.43994766;137;14.32304041;5.564294944;0.010800941;541.315397;0.159167519;14.28697326;1.462849577;270;False;True;False;0
1;0.344798991;28;10.55546205;64;256;200;-95.05633287;234;13.85487603;8.076636033;0.032799313;385.196997;0.065829022;5.504144935;2.606863679;442;True;False;False;0
8;0.281571854;60;34.71349968;256;64;400;-59.39102064;433;19.96229148;8.935502712;0.023380839;401.9749222;0.153626196;10.95398077;2.833620212;409;False;False;True;0
5;2.728880458;60;11.03570222;64;256;400;-56.69884047;334;16.29081747;8.548275163;0.010353274;403.6535481;0.082675329;13.76242597;4.394511195;386;True;False;True;0
2;2.007600789;150;34.19506844;128;256;200;-91.39156557;418;24.48116049;6.239626625;0.017615331;210.555981;0.088120584;16.06867;4.034594371;483;True;False;True;0
2;2.487860398;60;23.74660446;512;32;200;-57.4744174;467;20.25764546;3.239346838;0.047637848;176.1783465;0.13781538;9.742260377;3.405706341;174;False;False;True;0
6;2.636936701;60;34.07897568;512;256;200;-56.10763445;444;21.88066887;6.951100449;0.030845956;141.8464357;0.159014297;12.2585524;2.38910894;132;False;True;False;0
9;1.715317056;100;12.86883999;128;128;50;-72.52856939;259;14.39112323;7.389145412;0.049889088;199.8606349;0.136704661;17.21082308;1.748138343;189;False;True;False;0
1;1.552339055;150;22.26021298;512;128;100;-67.19104819;137;11.18779614;1.096227911;0.03099267;409.3363829;0.180977109;19.30842596;2.391060084;211;True;False;True;0
6;1.291282231;150;14.2376023;512;32;400;-80.888134;249;17.31734256;4.952894598;0.031757456;634.4846252;0.064180216;8.454720131;3.719216284;260;False;False;False;1
9;0.950839763;150;11.27437193;256;32;50;-85.91041762;499;14.7187232;8.589358385;0.025673721;269.3322345;0.181117179;8.795633087;2.052151196;463;True;False;True;0
8;1.303787883;100;25.43822788;128;32;200;-63.90084265;407;13.03124748;5.406288366;0.022401617;899.2079614;0.03486407;19.09727281;2.707546783;190;True;False;False;0
6;2.321638967;60;15.19458552;256;32;200;-56.90624255;128;24.28963196;3.802378979;0.020061822;827.5441881;0.135310761;10.93866726;2.54708094;408;False;False;True;1
3;1.805770293;150;24.69242546;256;32;100;-67.29612235;243;16.65982322;8.846179939;0.023736825;568.4744015;0.114049824;15.77522487;4.062360255;171;False;False;False;0
8;2.67756987;150;12.80911205;512;256;200;-74.42046947;175;12.62062888;2.402926278;0.028394043;751.7888477;0.103980829;14.18397843;4.535148249;280;True;False;True;0
9;1.330140043;28;18.29966179;512;32;50;-92.05376166;244;12.97975979;2.858007092;0.017679678;429.6956722;0.069073285;9.283815197;3.797483827;397;True;False;False;0
1;1.821268736;150;29.54081395;128;256;50;-97.32706437;328;14.21064614;7.186351302;0.018995004;133.1000135;0.105709222;14.80343333;2.366409044;469;False;False;True;0
9;1.893922659;60;20.92628805;512;64;100;-77.71541049;163;24.98974402;4.171923474;0.020861791;913.8995628;0.040736938;14.83348851;2.732708196;298;False;False;True;1
6;1.775091487;60;25.69363537;512;32;50;-97.53252182;446;14.02017251;7.417151522;0.027970396;215.0141394;0.080170979;13.88664778;1.573400616;283;False;False;False;0
6;2.107901319;28;26.18644852;128;32;400;-71.5332684;444;14.93202707;2.419332591;0.036112535;953.1436117;0.028749374;6.494912373;1.672389791;402;False;True;False;0
4;0.712300405;150;31.0938761;512;256;50;-80.86354043;368;19.88992192;3.270421806;0.044245846;614.6943294;0.118650854;19.92757734;1.65717027;485;False;False;False;1
1;1.537091333;150;18.12306986;256;64;50;-62.14054402;427;14.40942065;2.409826405;0.021485273;375.0067549;0.028195898;11.00624692;1.52234543;147;True;True;False;0
8;0.312674408;150;27.18238906;128;256;50;-84.71757516;283;13.23706377;9.576192822;0.017349134;545.972161;0.040465482;14.57376478;1.718324914;341;True;False;True;0
2;1.153533983;100;34.04039518;512;256;400;-70.35086495;360;12.3795578;4.648635648;0.025153899;551.466828;0.026238692;18.28642541;1.81075281;206;True;False;False;0
1;1.463001206;150;28.25608336;64;32;200;-73.11582391;367;14.69023998;4.034979189;0.045775323;120.9583715;0.082449022;11.34932733;1.447383775;266;True;False;False;0
2;1.956672779;60;22.24676192;128;128;50;-99.76437872;268;11.58873534;1.127819406;0.010394429;419.9138667;0.169972106;16.60887585;3.561042888;225;False;False;False;0
1;2.851593158;60;25.76793611;128;128;100;-96.38053009;358;10.2796988;2.380758215;0.037114745;765.8792196;0.182310314;19.57736637;4.961606138;504;False;True;False;0
1;1.8019532;100;28.49207244;64;256;400;-85.48158938;326;22.06962546;4.790222706;0.029086402;559.0622701;0.023658996;10.3840214;4.516746979;279;False;True;False;1
9;2.230781749;100;25.30689414;512;32;100;-55.88824595;132;12.06842414;1.616525133;0.016441849;319.8071053;0.130564527;11.07904355;1.182410895;325;True;False;True;0
1;1.518798178;150;10.41689534;512;64;50;-92.64925226;476;21.63965275;5.596653966;0.022840861;401.598874;0.140033231;18.58364088;2.692235237;400;True;True;False;0
4;1.902312094;28;14.86933744;128;128;100;-64.45528348;313;21.96313718;5.095138946;0.018998002;876.7489538;0.111416289;7.394643017;4.437242317;283;False;True;False;0
6;0.212796648;100;30.26170543;128;64;50;-51.33167169;149;18.06879289;7.904513263;0.045113287;572.9947031;0.136727124;5.428922575;1.538699272;177;False;False;True;0
7;0.763174743;100;16.81626618;512;128;400;-60.47162237;492;14.64522937;6.938224313;0.029274935;575.5169103;0.054401236;18.63333507;4.390580587;355;True;False;False;0
2;1.08555928;150;28.28905299;512;32;100;-87.85273192;309;12.17549101;5.013525748;0.032523771;965.3207131;0.1030324;17.32387361;3.370802551;137;True;False;False;0
6;1.417480065;150;19.30300538;256;256;100;-54.58173698;128;21.0520766;3.021946301;0.033747505;388.7932591;0.084266411;19.58874549;4.72519421;276;False;False;True;0
7;0.136946237;100;23.0471082;128;64;50;-95.34464217;138;19.02080479;7.541772094;0.035584685;531.5870126;0.027044511;5.873566741;4.504156457;185;False;False;False;0
2;0.420072293;28;11.6993325;128;64;50;-76.59290291;446;19.83180185;7.370758931;0.029822228;830.5422379;0.128855724;7.342659957;3.708137288;289;True;True;False;0
2;0.830442923;100;14.53063903;64;256;200;-55.62290461;199;10.13003635;2.379665445;0.010714941;783.021024;0.104090887;6.579688386;3.631290639;478;False;False;True;0
7;2.914598073;150;33.92992409;256;64;50;-67.93671454;272;23.91275524;9.232766483;0.023388907;339.2194797;0.062283065;15.25124198;1.85265681;234;False;False;True;0
1;0.994041021;150;32.25345134;512;128;50;-79.31777176;116;10.99435281;1.579646044;0.01735493;235.9819428;0.100000199;14.09015111;1.467011869;416;False;False;True;0
8;1.446123174;100;26.30687777;256;256;200;-85.35935666;155;15.50208828;1.49533938;0.037205714;730.6341186;0.157306623;10.39002799;2.66157372;313;True;False;False;1
3;0.588293138;28;21.49111493;512;128;50;-81.24502973;325;16.04067474;2.686153759;0.012268186;331.8905591;0.162314975;5.861352191;1.746320158;173;True;False;True;0
6;1.832340213;100;26.89403232;512;128;50;-74.55291095;145;10.02033287;9.185147182;0.032552136;930.4082457;0.133409964;14.59492976;1.409666871;256;True;False;True;0
9;0.842049647;100;25.46525723;256;32;200;-84.04780351;166;17.45633964;5.679983116;0.018425269;216.3229246;0.098872088;13.55180728;2.209306933;445;True;False;True;0
6;0.620977735;150;24.21380639;128;128;400;-51.5516069;296;21.29213492;8.091468286;0.047953834;386.4836801;0.119392431;6.693548166;4.441959771;214;True;False;False;0
9;1.549717885;28;11.4794268;512;32;400;-53.34611735;241;22.3490298;3.050588693;0.023421638;149.3085222;0.083152921;18.63364557;1.068592616;376;True;True;False;0
7;0.016517397;60;25.82006527;256;64;50;-56.46642659;422;23.1909549;5.411997772;0.023008848;732.9747762;0.034045705;7.984245645;2.170550727;456;True;False;True;0
9;0.022992098;28;29.22300111;64;64;50;-78.90850822;122;17.31578302;4.224605173;0.046935387;902.136384;0.083267914;16.15263728;2.696208741;384;False;True;False;1
2;0.657206427;100;34.85204137;256;32;200;-65.43491153;193;19.45954286;8.450457464;0.026693917;672.2870746;0.110763224;18.27613794;3.042278998;404;False;False;False;0
8;0.110164088;100;10.27696381;64;128;200;-54.85853465;341;11.1927957;1.203439954;0.048514493;943.977714;0.123778463;13.69212486;1.726310034;405;False;False;False;0
8;0.324077262;100;28.25433633;512;256;400;-57.47852562;336;17.32057336;3.19458457;0.010966814;215.6535807;0.187802185;8.702733579;4.856880799;131;False;False;False;0
2;1.016581948;28;24.2947329;256;256;100;-79.2836493;153;12.32223632;2.373168019;0.022253783;178.9605345;0.157693355;9.638727764;3.315492174;192;False;False;False;0
4;2.407757039;150;20.8513044;256;32;50;-94.38069753;237;15.54464676;8.732701348;0.036647718;854.5714581;0.038878587;18.28621301;3.088442188;329;False;True;False;0
7;1.71614593;100;13.18925436;64;64;100;-96.21848181;432;14.93957969;5.207894647;0.045634279;869.9600578;0.043094619;9.473857346;1.035290356;190;False;False;True;0
4;1.538003178;100;20.22712872;256;64;100;-71.14679774;371;16.35310866;4.637980395;0.020256224;847.9355744;0.029094004;16.19285725;2.942861518;270;True;False;False;1
4;0.88046647;28;18.85942957;256;256;200;-67.86860324;140;18.57454927;5.045344859;0.047219104;819.0684123;0.150254528;19.85247818;4.350682518;371;True;False;False;0
6;2.795261158;60;17.57074722;512;32;50;-57.50786977;197;23.54314971;9.747320956;0.033764859;426.0055275;0.144163233;19.99725079;1.878578172;419;False;True;False;0
6;1.191045124;60;28.27199058;256;256;50;-85.37424898;282;15.91726947;8.652406549;0.04204033;295.7158752;0.197408951;13.00219622;2.404830274;412;False;True;False;0
3;0.2612783;150;27.51813803;128;128;200;-91.62647547;227;24.71696794;7.357318947;0.025888292;935.923618;0.109184449;17.39833695;1.082285859;307;True;False;False;0
9;1.851199548;150;24.72550227;64;128;100;-81.04970834;328;21.38542072;3.614310633;0.018487215;376.3001646;0.167018836;19.85374802;4.907710057;301;False;False;True;0
2;0.34151518;100;33.46662033;256;32;200;-82.32124382;416;17.6722157;2.486556996;0.046449417;458.5669139;0.119523573;10.62009335;1.266607189;452;False;False;True;0
6;1.035669428;28;18.7463596;64;32;400;-93.3765523;185;19.66039656;9.292902661;0.047325435;729.6030635;0.176076475;8.786143776;4.592884496;238;True;False;False;0
7;1.522235816;100;16.09504844;64;128;50;-66.38586737;355;11.53336257;4.807679705;0.029903006;364.020472;0.146993997;6.713500338;2.251950857;302;False;True;False;0
9;2.622667574;150;26.39758283;64;64;400;-74.56540296;308;22.66782297;3.508802195;0.010259801;837.2171994;0.132147963;7.113494571;3.350225608;280;True;False;False;1
3;1.480639741;28;14.97035152;256;32;200;-63.94386219;314;18.73536183;5.238287438;0.014391318;163.0311613;0.117373307;17.80334545;3.71726216;483;False;False;False;0
3;2.106776298;28;17.87526268;256;128;50;-82.36544399;473;24.7910122;9.260626805;0.032921118;812.0644007;0.1473644;13.83084635;1.56331667;344;True;True;False;0
7;2.978450517;150;15.615061;64;128;400;-83.71488942;199;19.54643116;4.483605821;0.010951068;641.6661904;0.08973423;18.10563763;2.775037511;424;True;False;False;1
4;0.39446736;60;11.72883919;128;64;400;-76.37120735;148;22.51167375;6.063768975;0.025876477;615.6942797;0.02834955;16.84182634;2.301864401;367;True;False;False;0
8;0.824194577;60;30.68746854;64;64;100;-56.12963273;300;21.99644114;8.22669671;0.022134798;512.5393352;0.017597364;15.10616945;1.226409862;353;False;False;False;0
7;1.183728227;28;16.36351357;128;64;50;-97.98593466;357;15.18191727;4.844192779;0.038573931;349.3410367;0.101014509;14.13968288;4.332774618;313;True;True;False;0
5;1.265484536;100;21.82568758;64;64;400;-59.75835914;475;13.89415938;3.101876217;0.012223147;517.6632569;0.123865401;5.725083563;1.180671026;175;False;False;True;0
7;1.233063226;60;11.08288183;512;256;400;-81.55061937;277;16.45740375;9.950731735;0.029549251;505.0256608;0.024981316;18.08412794;3.613031838;335;False;False;True;0
3;2.722833008;100;27.48348666;64;64;100;-57.26904871;344;17.00862017;9.609137717;0.033164571;625.3787699;0.064511674;11.26763093;2.256309506;284;False;True;False;0
2;2.142097933;60;18.26402506;64;256;400;-59.88984956;222;13.60127053;8.591312522;0.034691643;353.4168573;0.071186119;13.39680286;1.768517309;352;False;False;True;0
6;1.823715642;60;28.6184182;256;32;400;-82.56193763;441;23.4189681;7.195364914;0.026206307;169.8360238;0.116931152;5.329302528;3.668344205;271;True;False;False;0
2;0.928118154;100;20.31007651;128;128;400;-65.30617323;270;18.13821793;3.653790653;0.022174711;230.580502;0.062911667;19.04110253;3.298150858;238;True;False;True;0
3;2.471371153;150;14.89389016;512;256;100;-92.01836216;432;24.67666588;9.220716443;0.037299721;729.2596883;0.028173234;18.54110692;2.261025029;445;False;False;False;0
6;2.865181534;60;22.82937706;128;32;400;-55.18592239;235;22.15026667;3.480010031;0.043902762;120.2430967;0.041322781;13.14917045;3.051842993;490;False;False;True;0
5;2.463594848;60;13.26261399;512;32;400;-79.77544678;158;18.33557291;8.207285452;0.037744706;870.7987402;0.043050082;13.6596745;1.984948405;489;True;True;False;0
8;0.004695316;100;21.013479;64;256;50;-77.21871923;292;24.20560417;9.264323511;0.047284095;724.9575947;0.170112039;15.57525819;4.454785836;259;False;False;True;0
9;1.909204111;150;17.93263694;256;32;50;-64.71204745;367;17.57312223;6.427034564;0.038690541;791.2778872;0.064020741;8.970423447;2.255275121;240;True;False;True;0
3;0.153406144;60;32.7989896;256;32;100;-58.95798816;359;23.30659769;8.227505961;0.040584749;852.3860042;0.145791429;8.328734341;1.980612118;451;False;False;True;0
3;0.772821661;60;11.52321804;128;256;200;-88.18286283;472;15.37217172;8.125255893;0.016716128;210.4393995;0.117889362;15.1103442;4.007334844;216;False;True;False;0
3;0.178574101;150;27.35043535;256;32;50;-66.93249301;194;15.67963575;2.73841976;0.026781586;840.2059819;0.195637363;6.566336692;1.070369952;288;True;False;True;1
6;1.811386359;60;14.56877915;128;64;100;-80.40009781;224;16.27196024;7.011320262;0.029402213;554.1781939;0.061836307;11.81093007;2.072046928;461;False;True;False;0
1;2.05976974;150;17.97612686;128;64;400;-81.5648538;140;18.19938469;1.841211432;0.020251726;896.9714549;0.040090874;12.39140636;2.501580883;202;True;False;False;1
7;0.343462914;150;20.38785158;512;128;400;-65.4987088;478;18.30235405;5.570651288;0.031141594;897.927941;0.019887189;10.72005465;4.528951847;408;False;False;True;0
1;1.151516649;100;32.70037723;128;32;100;-80.64083629;353;17.44598383;2.460119933;0.021631678;121.7602394;0.055782336;7.779022635;4.80176721;134;False;True;False;0
5;1.368709527;28;16.06445665;512;128;400;-82.69457499;106;14.5900146;4.747145489;0.037500084;444.5786939;0.139973468;10.32974396;3.865911868;240;False;True;False;0
8;1.107159065;150;12.28272006;256;64;400;-58.20557959;315;23.90809697;8.496838672;0.028811539;573.7589163;0.026199063;10.0633588;2.970127124;163;True;False;True;0
4;0.363075001;100;17.9672401;128;64;200;-94.93619381;168;18.82879146;9.884510557;0.028352278;710.5240808;0.056493351;12.48898512;3.562486196;393;False;False;False;0
5;1.256843371;28;12.61689926;128;64;400;-66.20536886;168;16.11608824;3.861638485;0.049345701;357.567622;0.17250859;15.12021262;2.656004207;240;False;True;False;0
4;2.253534143;60;13.21491215;64;32;50;-87.56373031;180;19.76765441;5.787601289;0.025697794;326.9280346;0.12076106;19.52352685;2.195303327;419;False;False;True;0
4;0.213022994;28;24.34626495;128;32;400;-99.22508791;129;21.51950137;5.601682219;0.024491817;443.1391472;0.023209093;7.162448903;4.802752273;350;False;False;False;0
8;0.240540042;150;11.52254833;128;64;100;-91.66178656;172;24.41092132;9.589613588;0.022744175;550.8448226;0.019059797;18.09525665;1.461560916;338;True;True;False;0
2;1.064313876;150;10.77327203;64;128;200;-69.66692351;361;17.49323743;5.307253592;0.045789969;956.0316083;0.021613346;9.262670006;2.385574272;145;True;True;False;0
1;2.825177135;150;27.86035254;64;128;400;-64.54364043;188;11.68147766;7.291955849;0.029868953;785.89762;0.18895626;13.87059155;4.59635584;368;False;False;False;0
3;2.00571794;150;19.04117737;256;256;100;-98.94711082;307;16.61148702;9.296103098;0.034000579;486.3890502;0.171475571;13.20105422;3.892565722;261;True;False;False;0
9;2.03600987;150;13.13438373;128;64;50;-98.17872783;312;17.18455842;4.360407036;0.017232739;148.9295606;0.170538608;13.35422628;1.116405805;347;False;False;True;0
4;1.085759973;100;16.34031927;256;128;400;-54.87289426;421;23.45491117;9.119100144;0.031637694;251.6685329;0.185601185;15.85037918;1.092398694;229;False;False;True;0
5;1.780982374;150;26.05216268;256;64;200;-96.33470909;365;15.92201153;9.257105997;0.020985928;510.3319819;0.105998524;10.72532459;3.06604985;267;False;True;False;0
2;0.030393552;100;16.88841418;64;128;400;-55.29089207;499;24.29986397;9.375962536;0.039225477;832.4433101;0.056995488;9.786499449;2.937012225;296;True;False;False;0
4;1.908288139;60;22.36302813;512;256;100;-88.59170431;392;17.27697862;3.434015669;0.043301134;442.6259821;0.086256121;17.7925186;2.771966155;318;True;False;False;0
2;2.739860843;150;13.04238267;256;256;200;-62.99910999;306;24.60670751;4.603200348;0.038592428;584.6469857;0.146584174;8.301425604;2.209375047;152;True;False;False;1
2;1.837720405;150;24.70234094;512;64;400;-84.51333755;432;10.12297482;8.833563174;0.039209767;902.6243975;0.176446246;7.70369056;4.946554879;160;True;True;False;0
4;2.62109578;28;17.9019421;128;128;50;-57.06239872;176;23.48223062;4.232456419;0.030498988;922.4166335;0.092667276;5.23411155;2.087949292;470;True;False;False;1
6;2.171919166;60;25.67421086;64;32;200;-64.97725673;387;23.96680678;6.402277296;0.038484722;294.1974968;0.111722382;8.15866673;2.960160826;456;True;False;False;0
7;0.361675249;150;30.20987206;128;256;50;-79.90932707;146;24.41531404;2.062490565;0.026907477;139.2354296;0.187038769;12.7779715;2.619572387;133;True;True;False;0
3;2.707359922;150;25.29116048;128;64;100;-96.18487729;209;10.19614801;1.506474893;0.036059566;374.8694779;0.030424741;13.0776331;1.680997704;321;True;False;True;0
3;0.199331533;60;17.39368906;64;64;400;-63.36499081;299;12.57551255;4.707945905;0.020361568;726.2220833;0.173836851;8.816307368;1.810475277;357;True;False;True;0
6;1.601902418;100;16.39359254;128;128;50;-69.1557622;309;19.80646755;6.210248793;0.01279028;956.0009809;0.040268422;6.084112551;4.673210968;264;False;True;False;0
3;0.426411371;150;18.18552397;64;64;100;-99.85441411;475;10.38209038;4.53429202;0.026538931;169.3288;0.101933657;16.16961195;4.433118891;450;True;False;False;0
2;0.035119832;28;14.11551283;512;256;400;-99.5290072;253;10.95413494;6.199621931;0.028471126;125.6354295;0.051500394;16.36963023;1.796177223;343;True;True;False;0
8;1.26610278;150;14.52929627;128;64;100;-59.56035134;109;13.31618311;5.635759386;0.020256286;895.7324917;0.12456005;19.96754594;4.502650496;476;True;False;True;0
5;0.885122123;28;29.76727755;64;64;50;-87.03001306;452;17.68659653;7.171365064;0.039108381;773.3307422;0.11612895;18.50044356;1.83674452;491;True;False;True;0
1;1.458001481;28;19.61831441;256;32;100;-68.19331661;256;18.18853839;6.84579188;0.012942019;993.0237212;0.082201399;18.89093097;3.506185287;310;True;True;False;0
3;1.73159966;150;20.89987951;128;32;200;-77.28927901;360;10.51391684;4.818211329;0.018909933;457.1135933;0.174027668;16.97305739;1.325122093;295;True;True;False;0
8;0.131217217;150;24.85123664;512;256;400;-56.82849927;176;12.55550876;4.824957164;0.039942589;474.4458146;0.135364531;14.2325428;4.521478505;409;True;False;True;0
4;0.369009885;28;24.74133738;64;128;100;-54.15194434;356;17.4955851;2.26700506;0.027484971;255.0806536;0.147028974;6.928189364;1.206001198;165;True;True;False;0
7;1.675927189;60;11.68442179;128;32;50;-50.15961437;230;18.90910931;5.619147149;0.038211345;204.2624373;0.03862535;14.33469946;3.219771557;290;True;False;True;0
